asnawi konto	negative
var kocak	positive
emang	positive
blunder mulu si	negative
mainmu kyk taek rizki ridho	positive
tv	positive
pemain kacau	negative
ngakak	negative
marss pemain profesional bro	positive
sty sayang asnawi cokk pantekklah	positive
var asuuuuuuu	positive
anying	positive
goal injuri time detik woiii	negative
protes varrrrrrrm	negative
change grasak grusuk mulu	negative
dih ngatur	neutral
isokey yukk menang kalah pertandingan today may tomorrow	neutral
pemain underperform diandelin sty pelawak	neutral
tolong sandy walsh main	neutral
masukin sanantaa	neutral
lawan vietnam wajiib menang	neutral
marc klok versi cepak segarang versi gondrong	negative
dasar netizen	positive
offside cok offsideee ahhh	negative
cek var completed anj	neutral
check goal offside disahkan	negative
bangsat mode barca	neutral
dimana ramadhan sanantha	positive
goalll	negative
overrated pol pen lihat sananta starter dikasihnya mulu	negative
makassar banggga	negative
levelnya brune timor leste myanmar bro gaya maunya gocek mulu	negative
enak banget maenya semangat	positive
upsss	negative
jatuh kaget jatuh	positive
sayap kiri ngapain ganti arhan woo gunain	negative
serbu akun afc offside	neutral
ngapapa pengalaman boss mantap tim garuda	positive
rafael struick egy beter egy jaman aff	neutral
striker kalah body sananta ttap mines indonesia striker doang	neutral
outtt	negative
f jelekk gaush bnyk bacot belom tntu kayaa merekaaa	negative
besok pekerjaan	negative
offside gerakan pemain iraq	neutral
bang udah cek var dibatalin	neutral
gas goal garuda	neutral
bener struick kecapean banget keliatan diganti sty minim taktik	negative
semangat	positive
struick ngapain sii ajak ijik ora	negative
sebenernya rafael target man sayap nyerang	neutral
grow pelatihx cerdas melatih perporma sang pemain rafael sturick cuman lari lapangan jadikan startersudah saatx pelatih timnas sin tae young pecat ganti pelatih lainpelatih sin tae young warisan ketua sebelumx muhammad iriawan	neutral
struick ngapain anjingg	negative
walopun pesimis lolos respect	negative
wkwkw isoe teko kene ilo	positive
ivar jenner kelas	neutral
aff afc curangi wasit	neutral
offside	negative
semangat timnas	positive
iki ae jagoan pes aka	neutral
irak hoki banget elkan baggot nabrak bola barengan irak	negative
tuan rumah piala dunia menjamin qatar menyelengra piala asia bersih keputusan wasit var oh qatarwajah penyelenggara tercoreng	neutral
pemain yanh control bolanya asik ambil bola eh masukin pas injurytime udahlah terima kasih sty	neutral
vision	positive
ngarepin apadari timnas juara affini lagikwkwkwk	negative
var var wasit adil yatuhan	neutral
aturan offside sblm goal iraq gajelas jir	negative
makassar ewako	positive
rafael ganti sananta asnawi ganti sandy	neutral
elu ngapain si witan masuk bener yacob masukin pemain asrama polisi	negative
smt bng cek var lawak ajir wasit	neutral
indonesia iraq	positive
pertandingan pakai arhan asnawi menang	neutral
udah bener keturunan smua hadehh	positive
nge golin klw bawa bos lagih umpan yakob	neutral
minimal imbang maksimal menang ayo pemain panikan kl dpt bola lgsg buang asnawi jrg dimainin msh dpt kpercayaan mending ganti sandy kapt kasih jordi	neutral
semangat garuda	positive
bener pemain udah niat lari dibiarkan main	negative
mentang rajab ramadhan ramadhansn dimaenin	neutral
pelatih online ribet cari kambing hitam	negative
kadang oppah berharap keberuntungan menyertai opini pergantian pemanggilan edo diganti rahmat irianto butuh gelandang cok bek dah kebanyakan edo turun starting dendydimasegy dicoret saddil lilipaly super sub layak walsh kebanyakan camat berani duetin sananta rafael menit variasi bek formasi apapun hasilnya yudh tetep dukung kadang keputusannya bikin gregetan	neutral
gimana pemilihan starting line walsh sananta dibawa	neutral
setuju sty ganti dgn pelatih europa sty pertandingan bener bikin kesalahan kesalahan sayuri bagus babak babak mainkan wing back penyerangan babak optimal rafael struick babak kebigungan babak coba memasukan striker bayangan ganti struick pemain belakng iraq buyar konsentrasinya asnawi kalo ganti diganti sandy walsh defensive	positive
sandy main menit² haahhaa	negative
ayo timnas indonesia focus pertandingan garuda muda focus focus khusus jajaran pelatih pelajari kekurangan pertandingan jadikan pertandingan bahan evaluasi cambuk semangat pertandingan hebat titik semangat pemain muda	neutral
gppa semangat	positive
f norak keren	negative
rapopo mbak	neutral
bener bener butuh predator haus goal partner rafael	neutral
dibahas keputusan diambil pelatih shin taeyong objektif sty memilih asnawi dibandingkan sandy ivar diganti indonesia kreator membangun serangan yakob onfire winger ditaruh wing bek babak posisi indonesia tertinggal poin wajar poin diatas mengganggu sty memaksakan rafael struick striker tunggal posisi aslinya penyerang sayap indonesia sananta sananta berselisih struick sananta striker utama timnas coba dimatangkan objektif menilai faktanya pelatih pelatih paham situasi tim menerawang mengirangira	neutral
ngarep match nyetak goal uda ekspetasi bjir	negative
apasi ngehujat dukung timnas biar semangat udah skor ketinggalan gini ngehujat	negative
lokal prett	negative
fr elu nonton gemeter main mending diam blok	negative
segi permainan berharap juaratapi dukung timnassemangat king indonesia	positive
ayo one garudanext game	neutral
ah login asia dicurangi	negative
rafael asnawi arhan ampas banget maennya	negative
firaun setuju thailand lolos thn	neutral
rafael titipan si bngst	negative
goal ofside	negative
miss mending sananta dah babak	negative
struick km ayang	neutral
ganti pemain ngentoddd	neutral
cemil deg degan bgtt thsayyy	negative
hadeehhkok witan dimasukin	negative
maksudnya umpannya kena kaki pemain iraq kakinya didepan pemain indonesia maksud si otomatis umpan pemain iraq nyundul sejajar bebas offside	negative
yoojaehoon	positive
makassar kasihan sayuri team kayak tai	negative
bang fulltime bang update	positive
bener	positive
timnas kick detak jantung normal wehhh	neutral
please hate coment lanjutkan garuda	neutral
asnawi ganti sandy	negative
setia ganti bang sananta masuk line	neutral
yaatapi grerget mainnya bro ngontrol bola gj	neutral
wasit var buru diteliti sisi kanan sisi kiri	neutral
adminya berani posting hasil cuman pakai story cerita	negative
pantes panggil timnas	neutral
mainkan blunder	positive
insyaallah amin	positive
offside goal	negative
annisaa strukk ngapain	positive
cape	positive
napa bapaknya	negative
duh lino py kih	neutral
struck ngapain	negative
januari kalah	neutral
gunanyaa var apaa yaaa jelas² offside loww	neutral
bebas ndasmuuu	neutral
fr semngat bro semoga bawa indonesia juara piala dunia	positive
struick ganti banget	negative
fr hubner doyan blunder	positive
jujur mainnya jelek	negative
pemain profesional mbak mainnya lawan ssb	neutral
lucu rafael struick main	positive
info akun wasit bro silaturahmi	neutral
lini belakangnya amburadul	negative
wani	positive
ngegolin tuhh haha	negative
ayolaahh indonesia butuh kun fayakun mu allah	positive
nyeri hate aing monyetttttt	negative
heran bagusnya rafael stuk tai	positive
ayo dukung timnas hujat mulu go go timnas indonesia	negative
f bacot gedein bang	negative
seriusan offside	positive
lo najissss	positive
alah bacot doang gedein adek² struick coba main luh	negative
var	neutral
bilang ivar nyangka lino oper kanan sayuri maju nambah opsi build serangan eh goreng al hasil counter telat turun nonton nyangkanya oper eh goreng pdhal banget sisi kanan kosong parah keliatan goal indonesia kanan pergerakan sayuri kaya gtu kalo oper	negative
offside banget	negative
saddil kreatifitas	neutral
keren main blm rezeki aja semoga msh asa lolos hope	positive
rafael keluarin dah	negative
kalah	positive
gerak bgdia nyundul	neutral
bner catatan ane offside	negative
mark klok main blunder bae	negative
iraq dapet press bola lengket lepas dapet temennya press passing x bola ngilang	neutral
sayap kanan sma st gnti cuman ngopi doang	negative
sty ganti pelatih belanda indonesia cocok dilatih belanda brasil italia mengutamakan skill seni	neutral
cuman pemain cadangan selebrasi yaallah	negative
alahhh cerewet kali mulot bebek	negative
goodbye piala asia sesuai dg gembar gembornya ngapain bawa pulang pemain² keturunan dimainkanmalah mainkan pemain lawak	negative
pliss guys pendukung dewasa hujat pemain kalah	negative
peluang indonesia banget sayang menguntungkan unggul duluan irak pr pemain timnas indonesia berani shoot marselino peluang banget semangat timnas indonesia round yok timnas indonesia	positive
haha	positive
keknya enak nih silahturahmi akun cross check wasit varnya	positive
permainan bagus marshelino egois struick suka megang bolapertandingan ubah line mashelino candangin star syndrome bocah	positive
rafael jam terbang kalo jadiin striker piala asia sananta statistiknya bawa	neutral
bola sejajar badan si penerima bola cari rekamannya nih diamati	neutral
goal sundulan gawang	neutral
semangat garuda	positive
yakannn gerem kali	negative
semangat	positive
aowkwwk eta bek striker jibrug	positive
netizen kenp berjuang doain bully minimal kasi semangat	positive
asnawi dicadangkan diganti yacob lini duet padu ivar hubner ridho diganti sandy rafael	neutral
goal	negative
offside var system masak gibsa lihat	neutral
suka permainan sayuri andai support ny bkln bgus kiri pattynama mantep selebihnya magic pergantian pemain sty jelek apapun selamat berjuang memghargai perjuanganmu	positive
striker anak emas sty mainkan	neutral
udah ki duga marklok main kacau permainannya	negative
asnawi rafael	negative
wasit kasih tambahan menit	positive
brooo	negative
sempet cek var lho	neutral
bolaernando cosplay onana pemainnya kayak maguire awokwokwkwk	neutral
heran banget sma orang indonesia sukanya ngehujat timnas knapa knapa kayak kritik ngehujat pemain timnas masuk piala asia berlagak pinter ngejatuhin orang suport susahnya kalo menang mengharumkan nama negara tinggal kota piala asia bertrima kasih nyacat doang buka mata buka hati nurani capek mempermalulan sndiri dosa sndiri	negative
offside	negative
butuh coach coach	positive
rafael kalo ganti taru sayap gajelas ditengah mending sayap kalo engga ganti sananta	negative
dah bner cabutan pemain nama ego bintang cr messi tod	neutral
admin tolong tanyain sin tae yong witan dimas dimasukin fungsinya ngapain coba	neutral
timnas stamina kekuatan adu fisik	neutral
bener sty stay	positive
offside	negative
komentar postingan goal marselino dibatasi bos	neutral
kesel liatnya	negative
please ganti asnawi astaghfirullah	negative
jordi ganti woyyyyy	negative
goal irak offside cok complet	neutral
taru second striker bro	neutral
offside	negative
overall wingback timnas lumayan solidpertahanin arhan asnawi	positive
lini dirombak nihsering panikan	negative
pramudya vision kayanya berlangganan dlu mending gtu cari info live difb	neutral
bek kiri jebol	neutral
yakob menyerang tarik kebawa gantikan posisi asnawi sandy walsh pilih witan pergantian menit ketinggalan goal pelatih evaluasi iming membangun tim kak tai	neutral
sdm perbaikin kritik kalo gabisa kontribusi minimal bantu doa dilapangan berjuang	neutral
struik allah pengen bawa bola gawang	positive
bakhri beratt kalo lihat var	negative
next match pliss pasang sandy shayne posisi asli arhan cepat offensive bertahan telat	neutral
kesalahan terbesar sty laga memainkan mnunjuk capten tim memainkan	negative
pemain iraq nyundul didepan kaki nendang	neutral
bang	positive
komentator towell yukee pemain naturalisasi benci kali	negative
timnas indonesia mancen sip	neutral
woyyyylahhh ngapain main high press yaallah stamina pemain beda pemain korea bek body control composure bagus gapapa main mid blok manfaatin counter attack susah meredam kekurangan salah pemain salah sty	positive
check var mas mmang goal salah wasit	negative
offside si njir	negative
wasit var thailand qatar bau² berpihak iraq	neutral
indonesia klh	positive
witan main	neutral
klok	negative
setting anjj	neutral
goal offside duluan si	negative
hancurhancuran babak megang bola hilang pasing anak ssb aliansi suporter bola pemain siluman dendy witan	neutral
penonton	negative
diana towel ngritik gppa komen gaboleh bang	negative
offside	negative
adminnya lemes cuk	negative
var udah bayar offside	neutral
bahaya indonesia	negative
semangat jangn hujat dlu indonesia uda lumyan pda pertndingn masi bbk	positive
hubner buang nanggung	negative
var gblk	neutral
dibilang indonesia turu wae	negative
semangat garuda	positive
level kalah kelas bro	negative
kebanyakan gocek trs sty gaya bermain bilang possesion boro nguasain pertandingan bilang counter attack giliran dapet bola maju diem maju orang parkir bus cetak goal kalo menang aneh njir	negative
sabar guys pemain kt kali main piala asia muda berharap utk event syukur lolos piala asia pemain irak brp kali ikutan tunggu event	neutral
asnawi ridho ganti klok walsh hubner biar center back	neutral
grow yaudah lo main biar layak	negative
ngerasain dizolimin var kayak si ipul	negative
sandy masukin mnt lawak	neutral
jagain cokgregetan anj	negative
dont shame garuda ayo fightt	neutral
asnawi ganti ganti sandy walsh	negative
tombol degdegan jordi mai	neutral
nonton bola gausa bacot komen	negative
please deh kalo bola daerah pertahanan langsung arahkan kedepan terserah blunder mulu	positive
kipernya dh bagus banget bek bermasalah	positive
lihat timnas main afc terharu bngt	positive
suruh main badminton menang	positive
semoga babak gacor semngt garuda	positive
sedih timnas kalah afc gapapa lumayan sedihnya naek level hahaha karna aepep	negative
aaa kasian aaa	negative
ditonton resah ditonton gelisah	negative
kubilang turunin asnawi si pembuat onar turun yassa disupport mending outin bola dibanding oper yassa goal iraq bola dipindahin sisi cover bocor emang bangsat asnawi songong dikasi kapten	negative
ganti pelatih	neutral
marselinooooooooooo	positive
saran coach next match bilang pemain pegang bola unjuk skill kelas	neutral
rafael nih ganti	neutral
jordi deh mending	negative
tatap laga selanjut nykalah menang biasaindonesia masuk piala asia udah mantappegalaman piala² resmi fifa selanjut ny	positive
pemain kiri dpn dpn kurangin egoisnya kta ngejar point	negative
bikin goal gawang	negative
mainkan yong ah	negative
klemar klemer bang tenaga greget	positive
dendy masuk susunan pemain dimas drajad notabene striker murni sty kadang lawak pasang strategi rafael striker murni jadiin striker tunggal target man kebingungan dapet bola	neutral
faktanya didepan gawang si rafael bingung kaya naluri stiker	negative
ijonk muka kon	negative
fakta bang dpt peluang lepas kontrol jls oper komen dh tar hujat ekekek	neutral
witan masuk permainan rusak	negative
offside banget lbh dr sebadan	negative
makassar yo	positive
rafael mending suruh bikin seblak kerupuk deh	neutral
ofside	positive
kantong asnawi dah penuh isinya garnacho ngantongin pemain lawan	negative
putra rafael striker gadpt ruang beknya jaga wajar susah cetak goal bek indonesia gabisa jaga lawan mnurut rafael salah salah bek indonesia coba bek indonesia jagain lawan gaakan goal	negative
rapael	negative
kalo indonesia chant wasitnya goblk	negative
goal engga offside njir	negative
asnawi ganti ajalah bener bener gajelas maennya	negative
nice try garuda semangat match	neutral
fungsi var pajangan doangan	neutral
linoi offside sentuhan	negative
fokus bikin kesalahan	negative
yahh vidio premium	neutral
witan	positive
coba tantang main pemain irak coba	neutral
play sandy please bad starting eleven sub kidding	neutral
kapten cadangan	neutral
asnawi beban timnas piala asia	neutral
komentator bilang offside var hdeh	negative
offside harunya	negative
pemain sibuk berjuangnetizen sibuk ngebully	negative
setia sananta pdhal pas banget ngandelin skema counter tinggal spam long shot spam crossing	negative
struick cadangin weyy main klemar klemer bola taru eksekusi engga	neutral
babak pusyingklok	negative
main liga tarkam kocak bener dah pegang bola hilang	positive
wasit e ra ceto admin	neutral
dukung timnas	positive
ds semngat sory typo	negative
lost	negative
mls lihat asnawi	neutral
rizkiard sleding kabeh	neutral
info live streaming	neutral
upp	positive
sabar netizen	positive
penyerang paket beneran	negative
naha sin tae young lila pisan pergantian teh	neutral
info instagram wasit	neutral
sananta daftar main	neutral
inpo instagram wasiit	positive
arhan tag deh ignya	neutral
akun fake	negative
rafaell kbnyakan gaya	neutral
sty udabukan taktik lebi pilosifiitu friendly match sty kontoll	positive
semangat timnas indonesiasemoga pertandingan timnas panen golselalu menang amin	positive
sty melawak asnawi ganti witan sandy apain bangku cadangan salah pemain kalah	neutral
target sesungguhnya piala asia	neutral
timnas butuh stiker haus golll	neutral
semangaaaaat menanggggggg	positive
wadaii hhh	negative
langsung kumpul guys	positive
kontrol bolanya ampun dah	negative
pemain tarkam kegocek	negative
bismillah nyusull skorr babak smogaaa indonesia unggul poin	positive
asnawii sandy	negative
kebanyakan komen goblok	negative
elkan bagot bapuk parah	negative
kambekk full match	negative
taru admin mainnya ayooo fokus dlu	neutral
comeback laa saudarakuu	positive
keren sayuri pemain liga indonesia	positive
offside cuy	negative
sipaling	positive
sananta bodi ok tendangan keras letoy banget tai banget dahh	positive
rizkiard kualitas pemain naturalisasiaka	neutral
cari instagram wasit guys	negative
ayo semangat bales iraq kuat kesalahan ayo ferdinan sayuri	positive
captain problem	negative
asnawi change	positive
ginii mo lawan jepang inii mo req brpa goal jepang	neutral
var jnck	neutral
murni kesalahan goal irak	negative
bad perform	neutral
good game garuda	positive
sty masang bek	negative
terimakasih bangga	positive
hakim garis butuh obat mata minus	neutral
admin tolong lock kolom komentar habis komentar negatif	neutral
bacotemang kyk lino	negative
bang bang bawa bola	neutral
timnas keren bodo fans karbitan dukung kalo menang hujat kalo kalah bikin negara sono kalo menang main bola gampang ps hidup indonesia	negative
offside bang wk	negative
klok kambuaya payah bener	negative
wahh rada²	negative
yd terima babak hrs goal indonesia	neutral
sia sia nonton timnas irak ngebantai timnas indog	negative
jantung masi aman	neutral
starter asnawi hilang bola	neutral
setia ganti sp dimas dendy	neutral
asnawi arhan kesayangan sty	neutral
wasit deh good job timnas garuda keren mainnya esokk semangatttt	positive
official vanya orang thailand	negative
goal iraq offside sii	neutral
asnawi ganti allah ngeri liatnya	negative
bizar liga lokalnya buruk kualitas liganya sejarah sdh membuktikan juara tim tampil salah faktor terbesar liga lokalnya	negative
ah nggak keren	negative
gajelass lol	negative
tap doang main jelek	negative
gimana pa offside tida pakalo tolong tindak	neutral
apapun hasilnya terbaik	positive
keserang	negative
fr sty pelatih berbahaya pelatih perusak karir pemain arbrod negeri	negative
pulangin az shandy belgiapelatihnya butuh jasanya dsnadi timnas camat kasihanpemain liga belgia kalah pemain liga korea	neutral
intinya indonesia juru kunci	neutral
beck sayap dipertandingan shyne pattinama sandy wals starter ivar jenner opsi babak dimasukinnya buang makan timnas menyerang klok mending mainkan starter opsi penyerang hokky dimasukan saran asnawi wintan mending dimainin	neutral
dah capee pemain bagus cadangin kaya sandy wals	positive
sandy main setenang kluarinnya mnit hadehhhhhhh asnawi mulu curiga asnawi pnyaa kartu sty	negative
makassar ewakoo assist	positive
offside	negative
timnas butuh pemain mutiara hitam yacob sayuri	neutral
oppsideee cokkkk	positive
makassar yacob fire	positive
ultras indonesia woyy	positive
formasi bek jordi elkann ridho klop blunder fatal merugikan timini dirubah coach shin coba allternative bek	neutral
sangar awakmu cak	positive
egois	negative
justin perform	positive
ayo garuda main agresif	neutral
striker bapuk gini	negative
habis stamina kejar lawan taktik permainan kacau gunanya orang pemain naturalisasi kalo cadangkan aneh	negative
kompak	negative
offside ituu goal wasit tolol	negative
rafael kurangin nafsunya	negative
admin bacot banget dah perasaan	negative
asnawiin sandy struick ganti pemain kebanyak ribut bola pegang bola grasak grusuk	neutral
asnawi ganti	negative
jamet	negative
coach shin lupa mainkan rafael wkwkwk lari pertengahan babak kontrol match bagusnya wkwkwk	neutral
pemain ngapaean	negative
shane patinama cetak goal lawan irak dimainkan cuk	neutral
gemes banget mainnya lihat rafael struick	positive
ernando kesulitan build bola buang hilang	negative
semangat bsa ngegolin alhamdulilah	positive
babak gaada visi nyerang sisi kanan pemain kiri kosong egois banget bawa bola next match kurangin bawa bola imbang permainan	negative
walsh bertahan emang keren cukmasuk menit duel aymen menang udara taru unggul udara pendekjam terbang eropa mmg bohongmana main tenangsemoga vs vietnam walsh masuksayuri sayap kanan bagus diamark klokdan kambuaya main td grasakgrusuk pertandingan td pemain permainan konsistenivarmarselinosayuri baggot ridhoini	positive
terserah	negative
taru sumpah kalo match sandy shayne stating line sayap dah bagus marselino yakob asnawi ganti masuknya sandy witan	positive
id kalah body	negative
linoi kalo diliat ulang offside var kaya	neutral
yakob enak tinggal dikasih terobosan manis sandy wals asnawi handle pemain irak lawan kelewat salut arhan dihujat tetep fokus balikin performa ribet ngurusin netizen kayak kapten pantes anjingggg pokoknya	positive
asnawi ganti masuk sandy wals dimas drajad	neutral
proteslah afc diem bae	negative
sandy masukin	positive
aneh bet bisa²nya coret	negative
lo main ribet	negative
tolong ganti asnawi parah	negative
masuk dimasklokkambuaya hancur	negative
kartap fix	neutral
rizki ridho kalah duel	neutral
fix witan pemain titipan	neutral
akui murni goal sundul kena pemain iraq offside	neutral
butut amatt taiiiiiliat nohhhh terpontang pantingyg sekalinya dapet bola ilang santai banget asuu asuuupassing orang passingudah taru press maksa passingtenangan dikit lahhhliat cape nahan dapet bola bentaran ilang lagii	negative
si rafael kenpaa ajigggggggggggg	negative
vizcarra yacob underrated player	neutral
waset anjenggg offside cok	neutral
apapun hasilnya suporrtkalian berjuang inilihat bermain piala asia senengsetelah sekian absen	positive
posisi mereng ngeksekusi disebelah oper dikit oranggg	negative
egois	negative
rafael stroke ganti	neutral
info instagram wasit hakim var wasit kelas rendah gaguna wasit hakim garis afk	neutral
kinerja totalitasnya lapangan cerah garuda	neutral
berharap apapun pemain timnas club masing² selamat bahagia	neutral
mudah²an iraq menang allah biar cuan ane minimal iraq indonesia bismillah	positive
info instagram wasit ruang var admin	neutral
pelatihnya sat set baca permainan sty sty	neutral
ayo minimal seri iyah kalah	neutral
jenner hubner ngapain si mending mainkan pemain lokal	negative
asnawi ganti sandy walsh	negative
rafael ganti cokkkkk ilang bola mulu	negative
cobalah main	positive
rafael struc main simic	neutral
coach maaf kalo akun provokator wkwkwkwk minimal kl kritik bener	negative
layy salah bro bkn buang k	negative
santai laga vietnam indonesia jepang indonesia	positive
bawa sdm bawa sdm awkwkwk blok ngomong dikit dikatain sdm rendah bused ngeri	negative
